open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_trades,buy_base_asset_volume,buy_quote_asset_volume
1502942400000,4261.48,4328.69,4261.32,4315.32,70.415925,1502949599999,302670.96196053,273,56.608574,243560.7576714
1502949600000,4330.29,4349.99,4287.41,4349.99,11.67294,1502956799999,50523.37096975,61,7.405153,32086.66423939
1502956800000,4333.32,4445.78,4333.32,4444.0,11.73643,1502963999999,51458.85952932,71,11.073055,48548.1249746
1502964000000,4441.1,4485.39,4399.81,4427.3,51.883452,1502971199999,231042.29822033,177,47.714578,212505.92617935
1502971200000,4436.06,4459.0,4411.0,4459.0,54.344834,1502978399999,241103.15802063,226,41.877036,185858.30968151
1502978400000,4459.0,4485.39,4333.42,4352.34,120.217167,1502985599999,533135.64029663,632,83.307097,369561.44837959
1502985600000,4352.33,4354.84,4235.45,4289.24,127.123703,1502992799999,547509.8030728,590,77.994271,336682.03719969
1502992800000,4289.24,4335.3,4200.74,4325.23,97.986013,1502999999999,417781.29573086,396,87.042092,371126.16372185
1503000000000,4307.56,4369.69,4258.56,4333.55,110.748508,1503007199999,478833.82268893,495,94.035755,406431.38143294
1503007200000,4333.55,4359.13,4280.82,4285.08,139.021405,1503014399999,600710.84024228,506,109.19093,471855.58712369
1503014400000,4285.08,4340.62,4134.61,4243.59,158.120357,1503021599999,671831.93982325,511,116.277162,495619.77324022
1503021600000,4251.95,4308.7,4234.0,4292.39,118.072686,1503028799999,503973.63456628,525,98.378408,419958.28075631
1503028800000,4292.39,4340.62,4234.43,4313.56,114.966801,1503035999999,492104.68176158,634,91.714438,392521.25975584
1503036000000,4313.56,4316.98,4247.75,4300.25,133.422228,1503043199999,571850.04440596,501,111.932261,479887.49200809
1503043200000,4285.0,4327.25,4259.85,4304.15,120.483005,1503050399999,517531.72213322,475,106.720476,458357.1037896
1503050400000,4304.15,4371.52,4296.04,4340.31,75.657124,1503057599999,328064.14390958,405,60.385256,261804.23701599
1503057600000,4320.52,4340.31,4221.05,4293.09,61.652724,1503064799999,264518.80775643,273,50.153075,215249.88592008
1503064800000,4293.09,4293.09,4193.7,4236.89,114.31666,1503071999999,484939.71800218,424,96.925237,411034.18840911
1503072000000,4234.54,4283.79,4066.53,4193.35,107.73029,1503079199999,455163.99101554,361,87.361689,369609.17530575
1503079200000,4171.17,4297.75,4015.7,4136.28,85.91668,1503086399999,352167.06908363,392,66.097255,271485.78761673
1503086400000,4135.0,4135.0,3938.77,3975.69,34.706668,1503093599999,139117.89388066,309,21.204297,85018.50221645
1503093600000,3996.92,4136.48,3938.77,4108.37,74.843041,1503100799999,305694.6598332,423,65.719156,268577.63048391
1503100800000,4108.37,4184.69,4084.28,4148.53,70.144054,1503107999999,290254.37747974,342,60.216903,249203.5141432
