open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_trades,buy_base_asset_volume,buy_quote_asset_volume
1502928000000,4261.48,4328.69,4261.32,4315.32,70.415925,1502949599999,302670.96196053,273,56.608574,243560.7576714
1502949600000,4330.29,4485.39,4287.41,4427.3,75.292822,1502971199999,333024.5287194,309,66.192786,293140.71539334
1502971200000,4436.06,4485.39,4235.45,4289.24,301.685704,1502992799999,1321748.60139006,1448,203.178404,892101.79526079
1502992800000,4289.24,4369.69,4200.74,4285.08,347.755926,1503014399999,1497325.95866207,1397,290.268777,1249413.13227848
1503014400000,4285.08,4340.62,4134.61,4313.56,391.159844,1503035999999,1667910.25615111,1670,306.370008,1308099.31375237
1503036000000,4313.56,4371.52,4247.75,4340.31,329.562357,1503057599999,1417445.91044876,1381,279.037993,1200048.83281368
1503057600000,4320.52,4340.31,4066.53,4193.35,283.699674,1503079199999,1204622.51677415,1058,234.440001,995893.24963494
1503079200000,4171.17,4297.75,3938.77,4108.37,195.466389,1503100799999,796979.62279749,1124,153.020708,625081.92031709
1503100800000,4108.37,4184.69,4027.83,4077.0,138.377874,1503122399999,572139.84776938,749,113.572668,470034.80587466
1503122400000,4077.0,4082.25,3850.0,3957.6,160.140695,1503143999999,642242.69678557,810,99.725117,400633.21174797
1503144000000,3945.12,4100.0,3928.89,4027.37,54.669303,1503165599999,220894.73585452,384,38.738863,156739.43443788
1503165600000,4013.69,4149.99,4013.69,4139.98,28.121891,1503187199999,114206.45501204,210,22.299394,90594.41802684
1503187200000,4120.98,4142.16,4044.0,4117.41,18.163582,1503208799999,74526.57032982,185,15.634695,64147.35494304
1503208800000,4117.41,4211.08,4032.62,4106.53,53.071554,1503230399999,218544.94154104,437,30.530832,125840.37154379
1503230400000,4106.53,4150.0,4063.35,4129.0,101.696908,1503251999999,418663.16595445,445,83.293145,342883.98692834
1503252000000,4129.32,4185.94,4069.13,4086.29,294.150978,1503273599999,1218629.71250115,1254,247.337275,1024529.62032213
1503273600000,4069.13,4119.62,4011.02,4016.9,327.509217,1503295199999,1334760.67401739,1446,278.266664,1133962.9614119
1503295200000,4011.04,4088.12,3953.4,4023.11,194.782369,1503316799999,782978.41705025,1139,156.898025,630939.85360594
